Question,Answer,Type,Evidence URLs
"Which football club, recently discussed in articles by The New York Times, The Guardian, and Sky Sports, experienced a home defeat in the Premier League, has a player named Reece James who may undergo a late fitness check, and is expanding its U.S. presence under Todd Boehly's co-ownership?",Chelsea,inference_query,https://theathletic.com/5061878/2023/11/14/uswnt-emma-hayes-hire-chelsea/; https://www.theguardian.com/football/2023/oct/20/pochettino-reece-james-mistake-future-chelsea-dna-arsenal; https://www.skysports.com/football/news/11095/12988292/chelsea-vs-arsenal-mauricio-pochettino-and-mikel-arteta-on-their-close-connection-since-psg-playing-days-ahead-of-london-derby
"What type of businesses, frequently covered by Sporting News, are known to change their betting lines based on events like injuries or roster changes, and also alter the odds for awards like the NBA Rookie of the Year based on collected data?",Sportsbooks,inference_query,https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"What type of establishments, as reported by Sporting News, not only modify their betting lines due to events such as injuries or team changes but also offer incentives for new users and are designed to ensure profitability regardless of betting outcomes, specifically in scenarios like forecasting the NBA Rookie of the Year?",Sportsbooks,inference_query,https://www.sportingnews.com/us/betting/news/nba-betting-sites/dba1ce5e986e58a12cacafd6; https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571; https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"What team, which has players like Steve Smith and Aaron Finch contributing to a score of 328 for 7 wickets in a 2015 World Cup semi-final and also won a match against India by just one run, recently experienced their first four-day game loss since January 2014 during a tour of India, as reported by 'The Roar | Sports Writers Blog' and 'Zee Business'?",Australia's cricket team,inference_query,https://www.theroar.com.au/2023/12/25/so-used-to-seeing-us-winning-healy-denies-aussie-era-ending-after-india-loss-calls-for-more-tests/; https://www.zeebiz.com/trending/sports/news-icc-cricket-world-cup-2023-final-ind-vs-aus-head-to-head-record-in-odi-world-cup-check-india-vs-australia-match-stats-in-odi-series-265043; https://www.zeebiz.com/trending/sports/news-icc-world-cup-2023-india-at-cricket-world-cup-semifinals-so-far-indias-journey-in-world-cup-semifinals-rohit-sharma-sachin-tendulkar-kohli-ind-vs-sa-australia-eden-gardens-wankhede-south-africa-england-sri-lanka-262883
"Who, according to various articles from Sporting News, can make money by engaging in activities such as placing prop bets on the performance of a team at a specific point in a game, deciding on the outcome of individual matches or the winning team in golf events, and taking advantage of bonus offers when their selected team wins on moneyline bets?",Bettors,inference_query,https://www.sportingnews.com/us/betting/news/prop-betting/eca08189bf4e5c58e02bfeda; https://www.sportingnews.com/us/betting/news/golf-betting-sites/7735c28b8c223b35fb013517; https://www.sportingnews.com/us/betting/news/best-sportsbook-bonus-offers-eagles-seahawks-mnf-bet365-betmgm-betrivers-caesars-draftkings-fanduel%C2%A0/0cac736f90d80f21daafd8a2; https://www.sportingnews.com/us/nfl/news/best-chiefs-jets-prop-stars-bets-fanduel-kelce-swift-snf/581275901fe0e3011cdcb562
"Which sports betting platform, reported by both Sporting News and CBSSports.com, provides a sign-up incentive that could include a $1,000 Bonus Bet for new users in Vermont and also caters to fans of the NBA and PGA Tour with various promotions and betting options?",Caesars Sportsbook,inference_query,https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd; https://www.cbssports.com/general/news/2023-kentucky-online-sports-betting-sites-best-legal-sportsbooks-promos-bonuses-mobile-apps-how-to-bet/; https://www.sportingnews.com/us/betting/news/golf-betting-sites/7735c28b8c223b35fb013517; https://www.sportingnews.com/us/betting/news/vermont-sportsbook-promos/b4779ea9b7172cc57a201b0f
"What entities, as reported by Sporting News, are responsible for changing betting lines due to new information or sentiment about a team's performance, balancing liabilities from uneven betting, determining refunds for weather-affected games, and updating NBA Rookie of the Year odds?",Sportsbooks.,inference_query,https://www.sportingnews.com/us/betting/news/spread-betting/c740afa218dca67d75929ee4; https://www.sportingnews.com/us/betting/news/moneyline-betting/d3a60119341b3da02f1fb1ae; https://www.sportingnews.com/us/betting/news/mlb-betting-sites/90537abdc639ffc5d57a8c1b; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"What team, which would be under the leadership of its ninth manager since May 2013 if a new appointment occurs, is no longer competing in European competitions after a loss to Bayern at their home ground according to Sporting News reports?",Manchester United,inference_query,https://www.sportingnews.com/us/soccer/news/man-united-next-manager-candidates-replace-erik-ten-hag/07c717a6ff83b771c4c5f538; https://www.sportingnews.com/us/soccer/news/champions-league-permutations-scenarios-teams-groups-round-16/6a97ebef38a68bc175d441c5
"Who is the player mentioned in articles from 'The Guardian' and 'Sporting News' who scored two touchdowns in a game where his team defeated the Washington Commanders and might struggle to reach 2,000-plus receiving yards in a single season because of the strong pass defenses faced by the Miami Dolphins?",Tyreek Hill,inference_query,https://www.theguardian.com/sport/2023/dec/03/nfl-roundup-sunday-scores-football; https://www.sportingnews.com/us/betting/news/nfl-awards-odds-longshots-mvp-opoy-dpoy/ed7dc8b5ba19eb3e71c53349
"What type of establishments, as reported by Sporting News, are known to modify their betting lines based on news or sentiment about a team's performance, provide welcome bonuses with specific conditions, generate profit irrespective of betting outcomes, and alter NBA Rookie of the Year odds according to collected information?",Sportsbooks,inference_query,https://www.sportingnews.com/us/betting/news/spread-betting/c740afa218dca67d75929ee4; https://www.sportingnews.com/us/betting/news/nba-betting-sites/dba1ce5e986e58a12cacafd6; https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"Which type of platforms, frequently highlighted by Sporting News, are known for providing welcome bonuses with specific requirements and also for adjusting NBA Rookie of the Year betting lines based on new information?",Sportsbooks,inference_query,https://www.sportingnews.com/us/betting/news/nba-betting-sites/dba1ce5e986e58a12cacafd6; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"What football club would have been in an improved league position without a ten-point penalty, has recently experienced a significant change in league standing due to a streak of six wins in nine games, scored more than once in a Premier League match only eight times in the past year, and was brought to the attention of its current chairman by the late Bill Kenwright, as reported by sources including 'The Roar | Sports Writers Blog', 'The Guardian', and 'BBC News - Entertainment & Arts'?",Everton Football Club,inference_query,https://www.theroar.com.au/2023/12/08/ange-aghast-as-spurs-suffer-unbelievable-west-ham-turnaround-with-two-of-the-worst-goals-youll-see/; https://www.theguardian.com/football/blog/2023/oct/20/liverpool-everton-derby-jurgen-klopp-sean-dyche; https://www.theguardian.com/football/2023/nov/24/everton-players-and-fans-will-be-fired-up-by-points-penalty-asserts-sean-dyche; https://www.bbc.co.uk/sport/football/67203234?at_medium=RSS&at_campaign=KARANGA
"What is the term for entities that, according to Sporting News, not only profit from betting outcomes regardless of the winner but also modify NBA Rookie of the Year odds by analyzing collected data?",Sportsbooks,inference_query,https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"Which NFL team, featured in both CBSSports.com and Sporting News articles, has recently adjusted their offensive strategy by decreasing their passing play percentage and has seen similar offensive results with a new quarterback as they did with their previous one, thanks to contributions from their running game and defense?",Minnesota Vikings,inference_query,https://www.cbssports.com/fantasy/football/news/nfl-fantasy-football-week-5-lineup-decisions-starts-sits-sleepers-busts-to-know-for-every-game/; https://www.sportingnews.com/us/nfl/news/nfl-power-rankings-lions-49ers-texans-jets-patriots/7b7ee6be935efc3c735d72ac
"Which basketball team, recently commended by Yardbarker for their draft choices of Jonathan Kuminga and Moses Moody, would also lead to a successful point spread bet as per Sporting News if they were to win by 10 or more points?",Golden State Warriors,inference_query,https://www.yardbarker.com/nba/articles/golden_states_draft_misses_are_starting_to_add_up/s1_8276_39602204; https://www.sportingnews.com/us/betting/news/spread-betting/c740afa218dca67d75929ee4
"Which organization, reported by 'The Roar | Sports Writers Blog', is attempting to centralize Super Rugby's high-performance programs, is supported by franchises for a potential coaching appointment, and is being urged to reinstate annual funding to these franchises?",Rugby Australia,inference_query,https://www.theroar.com.au/2023/12/12/ra-set-to-announce-local-as-high-performance-director-and-how-it-could-help-land-schmidt-as-wallabies-coach/; https://www.theroar.com.au/2023/12/12/ra-set-to-announce-local-as-high-performance-director-and-how-it-could-help-land-schmidt-as-wallabies-coach/; https://www.theroar.com.au/2023/10/11/right-people-in-right-roles-qru-breaks-silence-on-ras-reform-hopes-backs-review-into-wallabies-rwc-flop/
"Who is the cricketer that played both an anchor role and an exemplary innings for West Indies, as reported by The Guardian, and also struggled against legspin bowling in the first T20 international according to The Guardian?",Shai Hope,inference_query,https://www.theguardian.com/sport/live/2023/dec/21/west-indies-v-england-fifth-and-deciding-mens-t20-cricket-international-live; https://www.theguardian.com/sport/live/2023/dec/21/west-indies-v-england-fifth-and-deciding-mens-t20-cricket-international-live; https://www.theguardian.com/sport/live/2023/dec/12/west-indies-v-england-first-t20-international-cricket-live
"Which quarterback, who has been notably less effective under pressure according to CBSSports.com, also holds a 5-0 starting record for the 2023 NFL season as reported by Sportskeeda?",Brock Purdy,inference_query,https://www.sportskeeda.com/nfl/why-brock-purdy-called-mr-irrelevant-story-behind-49ers-qb-s-nickname-explained; https://www.cbssports.com/fantasy/football/news/nfl-fantasy-football-week-6-lineup-decisions-starts-sits-sleepers-busts-to-know-for-every-game/
"Who is the quarterback that flawlessly executed the San Francisco 49ers' offense, threw four touchdowns against the Cowboys according to Sporting News, but has shown vulnerability under pressure with a 50% completion rate and a 15.9% off-target rate as reported by CBSSports.com?",Brock Purdy,inference_query,https://www.cbssports.com/fantasy/football/news/nfl-fantasy-football-week-5-lineup-decisions-starts-sits-sleepers-busts-to-know-for-every-game/; https://www.sportingnews.com/us/nfl/news/cowboys-49ers-live-score-highlights-sunday-night-football/e46d8e03c6a948aa82f859c3; https://www.cbssports.com/fantasy/football/news/nfl-fantasy-football-week-6-lineup-decisions-starts-sits-sleepers-busts-to-know-for-every-game/
"Which team, known for their leaders aiming to end their careers on a positive note and having previously been defeated by Argentina in Sydney and Christchurch, attempted to utilize a numerical advantage on the field by kicking for the corner in a controversial and dramatic final as reported by The Roar | Sports Writers Blog?",All Blacks,inference_query,https://www.theroar.com.au/2023/10/29/the-greatest-boks-beat-all-blacks-in-instant-classic-to-claim-record-fourth-rwc-in-controversial-dramatic-final/; https://www.theroar.com.au/2023/10/27/legacy-vs-ego-the-springboks-are-playing-for-south-africa-the-all-blacks-are-playing-for-themselves/; https://www.theroar.com.au/2023/10/19/it-happens-all-blacks-defend-star-centre-after-spray-as-cheika-heaps-pressure-on-favourites-new-zealand/
"What entities, as reported by Sporting News, are known to modify their point spread, moneyline, and NBA Rookie of the Year betting lines in response to news, betting patterns, liability, and events such as injuries or roster changes?",Sportsbooks,inference_query,https://www.sportingnews.com/us/betting/news/spread-betting/c740afa218dca67d75929ee4; https://www.sportingnews.com/us/betting/news/moneyline-betting/d3a60119341b3da02f1fb1ae; https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"Who is the player that, according to articles from both 'Sporting News' and 'CBSSports.com', suffered an oblique injury affecting his ability to play in Week 14 and provided a chance for a rookie to shine in his potential absence during Week 12?",Kenneth Walker III,inference_query,https://www.sportingnews.com/us/fantasy/news/fantasy-football-rb-ppr-rankings-week-14-running-back/4b39f2badd158eabb6c1d104; https://www.sportingnews.com/us/fantasy/news/fantasy-football-rb-rankings-week-12-running-backs-sleepers/de0de3e52046426d872fa65a; https://www.cbssports.com/nfl/news/2023-nfl-week-11-injury-roundup-rams-wr-cooper-kupp-seahawks-rb-kenneth-walker-iii-among-stars-to-exit/
What are the entities associated with the Sporting News that not only modify betting lines based on the amount of money wagered and collected information but also offer promotional incentives and have the authority to return stakes in certain weather-affected events?,Sportsbooks.,inference_query,https://www.sportingnews.com/us/betting/news/moneyline-betting/d3a60119341b3da02f1fb1ae; https://www.sportingnews.com/us/betting/news/nba-betting-sites/dba1ce5e986e58a12cacafd6; https://www.sportingnews.com/us/betting/news/mlb-betting-sites/90537abdc639ffc5d57a8c1b; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"What type of establishments, as reported by Sporting News, would alter betting lines due to news about team performance, suspend bets for weather-related game suspensions, modify odds in response to roster changes, and update NBA Rookie of the Year betting lines based on collected data?",Sportsbooks,inference_query,https://www.sportingnews.com/us/betting/news/spread-betting/c740afa218dca67d75929ee4; https://www.sportingnews.com/us/betting/news/mlb-betting-sites/90537abdc639ffc5d57a8c1b; https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"Which wide receiver, currently leading the league and ranked as WR1 by Sporting News for Week 14, would need to average almost 153 yards over his final three games, as suggested by CBSSports.com, to reach a season goal of 2,000 receiving yards, despite facing strong pass defenses in his remaining games according to Sporting News, and also scored two touchdowns with 157 receiving yards for the Miami Dolphins as reported by The Guardian?",Tyreek Hill,inference_query,https://www.sportingnews.com/us/fantasy/news/fantasy-football-wr-ppr-rankings-week-14-wide-receiver/61c46f5567ecacb64e039100; https://www.cbssports.com/fantasy/football/news/fantasy-football-week-16-wide-receiver-preview-waiver-adds-dfs-plays-and-more/; https://www.theguardian.com/sport/2023/dec/03/nfl-roundup-sunday-scores-football; https://www.sportingnews.com/us/betting/news/nfl-awards-odds-longshots-mvp-opoy-dpoy/ed7dc8b5ba19eb3e71c53349
"Which football club, discussed on both TalkSport and Sporting News, has both set an unwanted record by conceding 14 goals in the Champions League group stages and has been eliminated from European competitions following a defeat at their home ground, known as Old Trafford?",Manchester United,inference_query,https://talksport.com/football/1659923/man-utd-defending-scars-champions-league/; https://www.sportingnews.com/us/soccer/news/champions-league-permutations-scenarios-teams-groups-round-16/6a97ebef38a68bc175d441c5
"Which NFL team, featured in articles by Sporting News and CBSSports.com, experienced a dominating defense from their opponent, altered their passing strategy for the first time in the season, and had limited options to change the outcome of a game due to timeouts, while also seeing a backup quarterback producing similar offensive results as their starter?",Minnesota Vikings,inference_query,https://www.sportingnews.com/us/nfl/news/bears-vikings-live-score-highlights-monday-night-football/9e0ddaf702f99e7aec9645db; https://www.cbssports.com/fantasy/football/news/nfl-fantasy-football-week-5-lineup-decisions-starts-sits-sleepers-busts-to-know-for-every-game/; https://www.sportingnews.com/us/nfl/news/bears-vikings-live-score-highlights-monday-night-football/9e0ddaf702f99e7aec9645db; https://www.sportingnews.com/us/nfl/news/nfl-power-rankings-lions-49ers-texans-jets-patriots/7b7ee6be935efc3c735d72ac
"What type of establishments, as reported by Sporting News, would modify betting odds and lines due to news sentiment or money flow, and also provide welcome bonuses, particularly in the context of the NBA Rookie of the Year wagering?",Sportsbooks.,inference_query,https://www.sportingnews.com/us/betting/news/spread-betting/c740afa218dca67d75929ee4; https://www.sportingnews.com/us/betting/news/moneyline-betting/d3a60119341b3da02f1fb1ae; https://www.sportingnews.com/us/betting/news/nba-betting-sites/dba1ce5e986e58a12cacafd6; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"What is the type of establishment mentioned by Sporting News that alters betting lines in response to events such as injuries or roster changes, balances liability based on where significant amounts of money are placed, and refines NBA Rookie of the Year odds according to the information collected?",Sportsbooks,inference_query,https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571; https://www.sportingnews.com/us/betting/news/moneyline-betting/d3a60119341b3da02f1fb1ae; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"Who is the soccer player that, after scoring his first international goals in 2020 and having a prolific start with Borussia Dortmund in the Bundesliga, has the chance to finish as the top scorer of 2023 with two games left for Manchester City and has contributed to their historic treble, as reported by TalkSport, The New York Times, and The Guardian?",Erling Haaland,inference_query,https://talksport.com/football/1674719/top-goalscorers-2023-ronaldo-haaland-kane/; https://talksport.com/football/1674719/top-goalscorers-2023-ronaldo-haaland-kane/; https://theathletic.com/5065646/2023/11/16/erling-haaland-longest-international-goal-records/; https://www.theguardian.com/football/2023/sep/30/european-roundup-bellingham-helps-real-madrid-go-top-while-bayern-draw
"Which type of establishments, as reported by Sporting News, are known to modify betting odds to manage their financial risk, may return wagers in certain weather-related interruptions, profit from betting outcomes regardless of the event's result, and alter specific award-related betting lines based on new information?",Sportsbooks,inference_query,https://www.sportingnews.com/us/betting/news/moneyline-betting/d3a60119341b3da02f1fb1ae; https://www.sportingnews.com/us/betting/news/mlb-betting-sites/90537abdc639ffc5d57a8c1b; https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"What type of establishments, as reported by Sporting News, not only adjust and tighten NBA Rookie of the Year betting lines based on information but also provide welcome bonuses with specific requirements and can still earn a profit from odds and lines irrespective of betting outcomes?",Sportsbooks,inference_query,https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571; https://www.sportingnews.com/us/betting/news/nba-betting-sites/dba1ce5e986e58a12cacafd6; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"What is the common term for entities that may refund bets for suspended MLB games due to weather, profit from odds and lines regardless of bet outcomes, and adjust NBA Rookie of the Year betting lines based on information, as reported by Sporting News?",Sportsbooks,inference_query,https://www.sportingnews.com/us/betting/news/mlb-betting-sites/90537abdc639ffc5d57a8c1b; https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571; https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd
"Which player, featured in articles by CBSSports.com and Sporting News, would need to average almost 153 yards per game in his final three games to reach a personal goal, but may face challenges due to the strong pass defenses of the remaining opponents?",Tyreek Hill,inference_query,https://www.cbssports.com/fantasy/football/news/fantasy-football-week-16-wide-receiver-preview-waiver-adds-dfs-plays-and-more/; https://www.sportingnews.com/us/betting/news/nfl-awards-odds-longshots-mvp-opoy-dpoy/ed7dc8b5ba19eb3e71c53349
